alert_id,timestamp,alert_source,alert_type,severity,description,endpoint_id,endpoint_type,operating_system,user_role,department,endpoint_risk_score,user_risk_score,source_ip,destination_ip,country,process_name,parent_process,command_line,authentication_result,previous_alert_count,previous_incident_count,similar_alert_count,historical_false_positive_rate,historical_incident_rate,analyst_disposition,confirmed_incident,incident_type,investigation_reason,ground_truth,novelty_test_flag
A00515,2026-02-18 10:40:52,Firewall,Abnormal Network Traffic,High,"Traffic volume deviates significantly from endpoint baseline on PC-0003, on host running Windows 11.",PC-0003,Employee Laptop,Windows 11,Security Analyst,Security,23,19,192.168.29.222,192.168.70.236,India,svchost.exe,winword.exe,"svchost.exe (routine execution, no notable arguments)",Not Applicable,6,3,14,0.62,0.4,False Positive,No,Security Tool Noise,Whitelisted internal tool flagged by generic signature,False Positive,No
A00516,2026-02-18 12:24:57,Firewall,Port Scan,Low,"Sequential connection attempts across multiple ports detected from 10.208.92.64 on PC-0112, involving process wscript.exe.",PC-0112,Admin Workstation,Windows 11,Developer,Engineering,59,35,10.208.92.64,10.192.1.94,Australia,wscript.exe,services.exe,"wscript.exe (routine execution, no notable arguments)",Not Applicable,2,1,3,0.82,0.14,False Positive,No,Authorized Administration,Expected login behavior,False Positive,No
A00517,2026-02-18 16:11:01,IAM,Suspicious Login,High,"Login from unfamiliar device/browser fingerprint on PC-0185, correlated with parent process services.exe.",PC-0185,Cloud VM,Ubuntu 24.04,Security Analyst,Security,48,16,11.202.202.62,10.4.189.12,Nigeria,outlook.exe,services.exe,outlook.exe (flagged by behavioral detection rule),Failed,2,0,7,0.68,0.31,True Incident,Yes,Unauthorized Access,Phishing payload confirmed malicious,True Incident,No
A00518,2026-02-18 17:04:27,IAM,Multiple Failed Logins,Low,"20 failed login attempts detected for account within 15 minutes on PC-0190, associated with finance user account.",PC-0190,Employee Laptop,Windows 10,Finance User,Finance,10,27,10.186.69.6,192.168.173.41,India,chrome.exe,explorer.exe,"chrome.exe (routine execution, no notable arguments)",Failed,2,1,19,0.66,0.35,False Positive,No,Approved Script,Developer running approved deployment script,False Positive,No
A00519,2026-02-18 17:55:51,EDR,Unauthorized Software,Low,"Software inventory scan flagged unlisted application on PC-0045, in the Security environment.",PC-0045,Developer Workstation,Ubuntu 22.04,Security Analyst,Security,22,20,192.168.237.90,192.168.252.240,India,setup_tool.exe,explorer.exe,torrent_client_install.exe /silent,Not Applicable,3,0,6,0.8,0.18,True Incident,Yes,Malware,Phishing payload confirmed malicious,True Incident,No
A00520,2026-02-18 20:27:10,EDR,Unusual Process Execution,High,"Process execution chain deviates from historical baseline on PC-0018, correlated with parent process outlook.exe.",PC-0018,Database Server,Windows Server 2022,System Administrator,IT,81,57,10.61.199.90,192.168.108.73,India,rundll32.exe,outlook.exe,"rundll32.exe [redacted-dll],StartW",Not Applicable,16,5,8,0.61,0.4,True Incident,Yes,Malware,Unauthorized login confirmed,True Incident,No
A00521,2026-02-19 04:40:32,SIEM,Multiple Failed Logins,High,"10 failed login attempts detected for account within 10 minutes on PC-0058, associated with employee account.",PC-0058,Web Server,Ubuntu 22.04,Employee,Management,62,15,10.215.71.80,192.168.15.115,Australia,mshta.exe,services.exe,"mshta.exe (routine execution, no notable arguments)",Multiple Failed,0,0,5,0.75,0.25,False Positive,No,Authorized Administration,Expected login behavior,False Positive,No
A00522,2026-02-19 07:26:48,Cloud Security,Impossible Travel,Medium,"Login observed from Australia shortly after login from Germany on PC-0116, associated with security analyst account.",PC-0116,Developer Workstation,Ubuntu 22.04,Security Analyst,Security,34,16,10.117.46.109,10.48.161.109,Australia,python.exe,explorer.exe,"python.exe (routine execution, no notable arguments)",MFA Failure,19,4,6,0.38,0.62,False Positive,No,Authorized Administration,Legitimate software update,False Positive,No
A00523,2026-02-19 09:43:44,Firewall,Port Scan,Low,"Network scanning behavior observed targeting internal subnet on PC-0064, involving process cmd.exe.",PC-0064,Admin Workstation,Windows 11,Employee,HR,50,35,10.192.135.188,192.168.109.25,United Kingdom,cmd.exe,services.exe,"cmd.exe (routine execution, no notable arguments)",Not Applicable,1,0,2,0.8,0.18,False Positive,No,Security Tool Noise,Developer running approved deployment script,False Positive,No
A00524,2026-02-19 09:44:23,Email Security,Phishing Email,High,"Email security engine flagged a message with spoofed sender domain on PC-0051, in the Finance environment.",PC-0051,Web Server,Ubuntu 22.04,Finance User,Finance,67,34,10.109.219.85,10.63.120.50,Singapore,mshta.exe,winword.exe,mshta.exe (flagged by behavioral detection rule),Not Applicable,14,3,9,0.51,0.52,True Incident,Yes,Phishing,Malware confirmed by endpoint investigation,True Incident,No
A00525,2026-02-19 10:12:43,Email Security,Phishing Email,Low,"Email security engine flagged a message with spoofed sender domain on PC-0133, associated with developer account.",PC-0133,Web Server,Ubuntu 24.04,Developer,Engineering,56,28,10.3.51.145,10.13.184.111,United States,wscript.exe,explorer.exe,wscript.exe (flagged by behavioral detection rule),Not Applicable,7,2,7,0.47,0.48,True Incident,Yes,Phishing,Ransomware behavior detected,True Incident,No
A00526,2026-02-19 11:25:46,EDR,Unauthorized Software,Medium,"Installation of non-approved application detected on Employee Laptop on PC-0160, associated with devops engineer account.",PC-0160,Employee Laptop,Windows 10,DevOps Engineer,Engineering,23,48,192.168.202.240,192.168.235.97,United States,setup_tool.exe,explorer.exe,setup_tool.exe /silent /approved,Not Applicable,21,8,17,0.76,0.26,False Positive,No,Scheduled Task,Recurring vendor maintenance window,False Positive,No
A00527,2026-02-19 11:33:06,EDR,Credential Dumping,High,"Access to LSASS process memory detected on Web Server on PC-0213, per EDR rule set.",PC-0213,Web Server,Red Hat Enterprise Linux,Employee,HR,72,25,10.0.33.109,192.168.116.195,United Kingdom,lsass_access.exe,cmd.exe,"lsass_access.exe (routine execution, no notable arguments)",Success,2,1,6,0.26,0.74,False Positive,No,Benign Activity,Whitelisted internal tool flagged by generic signature,False Positive,No
A00528,2026-02-19 14:56:36,EDR,Unauthorized Software,Low,"Software inventory scan flagged unlisted application on PC-0160, associated with security analyst account.",PC-0160,Employee Laptop,Windows 10,Security Analyst,Security,23,18,192.168.168.216,10.175.64.230,Singapore,setup_tool.exe,explorer.exe,setup_tool.exe /silent /approved,Not Applicable,22,8,18,0.71,0.28,False Positive,No,Security Tool Noise,Known security scanner triggered the rule,False Positive,No
A00529,2026-02-19 16:14:47,SIEM,Multiple Failed Logins,Low,"10 failed login attempts detected for account within 30 minutes on PC-0160, involving process cmd.exe.",PC-0160,Employee Laptop,Windows 10,Security Analyst,Security,23,16,192.168.221.161,Unknown,India,cmd.exe,cmd.exe,"cmd.exe (routine execution, no notable arguments)",Multiple Failed,23,8,19,0.78,0.21,False Positive,No,Expected User Behavior,Recurring vendor maintenance window,False Positive,No
A00530,2026-02-19 19:15:46,EDR,Malware Detection,Medium,"Endpoint protection flagged a known malware family on host on PC-0016, associated with security analyst account.",PC-0016,Employee Laptop,Windows 10,Security Analyst,Security,16,21,192.168.1.54,192.168.26.61,India,unknown_binary.exe,svchost.exe,[quarantined-file-hash].exe (signature match: generic trojan),Not Applicable,1,0,12,0.32,0.64,True Incident,Yes,Malware,Credential theft indicators observed,True Incident,No
A00531,2026-02-20 07:18:02,EDR,Malware Detection,Medium,"Antivirus signature match on file executed from Temp on PC-0133, on host running Ubuntu 24.04.",PC-0133,Web Server,Ubuntu 24.04,Developer,Engineering,56,28,10.9.222.122,192.168.187.130,India,unknown_binary.exe,outlook.exe,[quarantined-file-hash].exe (signature match: generic trojan),Not Applicable,8,3,1,0.28,0.67,True Incident,Yes,Malware,Unauthorized login confirmed,True Incident,No
A00532,2026-02-20 08:16:19,EDR,Suspicious PowerShell,Low,"Encoded PowerShell command observed originating from cmd.exe on PC-0067, per EDR rule set.",PC-0067,Cloud VM,Windows Server 2022,DevOps Engineer,Engineering,49,48,192.168.206.227,192.168.134.243,United Kingdom,powershell.exe,cmd.exe,powershell.exe -ExecutionPolicy Bypass -File deploy.ps1,Not Applicable,1,0,9,0.76,0.28,False Positive,No,Security Tool Noise,Known security scanner triggered the rule,False Positive,No
A00533,2026-02-20 11:11:14,EDR,Suspicious PowerShell,Low,"Encoded PowerShell command observed originating from winword.exe on PC-0083, on host running Ubuntu 24.04.",PC-0083,Web Server,Ubuntu 24.04,Security Analyst,Security,76,22,10.218.17.151,192.168.161.209,Singapore,powershell.exe,winword.exe,"powershell.exe -NoProfile -Command ""Invoke-Expression [redacted-script]""",Not Applicable,0,0,8,0.78,0.22,True Incident,Yes,Malware,Suspicious process chain confirmed,True Incident,No
A00534,2026-02-20 14:55:24,EDR,Unusual Process Execution,Medium,"Process execution chain deviates from historical baseline on PC-0116, during business hours.",PC-0116,Developer Workstation,Ubuntu 22.04,Security Analyst,Security,34,12,10.38.53.85,192.168.173.59,India,rundll32.exe,winword.exe,"rundll32.exe shell32.dll,Control_RunDLL",Not Applicable,20,4,7,0.52,0.43,False Positive,No,Scheduled Task,Scheduled backup generated the alert,False Positive,No
A00535,2026-02-20 17:56:20,SIEM,Multiple Failed Logins,Low,"6 failed login attempts detected for account within 30 minutes on PC-0071, per SIEM rule set.",PC-0071,Cloud VM,Windows Server 2022,Developer,Engineering,52,16,192.168.174.102,192.168.251.17,Canada,wscript.exe,winword.exe,"wscript.exe (routine execution, no notable arguments)",Multiple Failed,7,2,9,0.73,0.21,False Positive,No,Security Tool Noise,Legitimate software update,False Positive,No
A00536,2026-02-21 09:02:15,EDR,Suspicious PowerShell,High,"PowerShell process launched with encoded parameters from cmd.exe on PC-0010, correlated with parent process cmd.exe.",PC-0010,Employee Laptop,Windows 10,Employee,Operations,23,10,10.156.239.192,192.168.138.101,United Kingdom,powershell.exe,cmd.exe,powershell.exe -ExecutionPolicy Bypass -File deploy.ps1,Not Applicable,2,0,28,0.79,0.26,False Positive,No,Approved Script,Approved remote administration,False Positive,No
A00537,2026-02-21 10:11:41,IAM,Multiple Failed Logins,High,"8 failed login attempts detected for account within 15 minutes on PC-0165, per IAM rule set.",PC-0165,Database Server,Windows Server 2022,Unknown,Management,86,20,10.30.72.107,10.205.67.2,Singapore,wscript.exe,cmd.exe,"wscript.exe (routine execution, no notable arguments)",Multiple Failed,25,9,11,0.74,0.26,False Positive,No,Security Tool Noise,Approved remote administration,False Positive,No
A00538,2026-02-21 10:25:07,EDR,Malicious File Download,High,"Download of executable from untrusted source detected on PC-0215, correlated with parent process outlook.exe.",PC-0215,Employee Laptop,Windows 11,Developer,Engineering,18,49,10.252.180.26,192.168.88.66,Singapore,chrome.exe,outlook.exe,chrome.exe (download from newly-registered domain),Not Applicable,0,0,10,0.25,0.79,True Incident,Yes,Malware,Data exfiltration confirmed,True Incident,No
A00539,2026-02-21 11:23:57,IAM,Suspicious Login,Medium,"Login from unfamiliar device/browser fingerprint on PC-0027, associated with system administrator account.",PC-0027,Cloud VM,Ubuntu 22.04,System Administrator,IT,40,57,84.54.78.45,192.168.154.67,Russia,cmd.exe,explorer.exe,cmd.exe (flagged by behavioral detection rule),MFA Failure,8,5,6,0.75,0.23,True Incident,Yes,Unauthorized Access,Command-and-control beaconing confirmed,True Incident,No
A00540,2026-02-21 11:45:35,IAM,Brute Force,Medium,"Repeated authentication attempts against RDP endpoint detected on PC-0028, per IAM rule set.",PC-0028,Developer Workstation,Ubuntu 22.04,Employee,HR,35,28,10.125.209.50,10.152.137.40,Germany,svchost.exe,services.exe,"svchost.exe (routine execution, no notable arguments)",Failed,2,0,5,0.62,0.41,False Positive,No,Benign Activity,Recurring vendor maintenance window,False Positive,No
A00541,2026-02-21 12:22:01,SIEM,Unauthorized Software,Low,"Software inventory scan flagged unlisted application on PC-0073, involving process setup_tool.exe.",PC-0073,Employee Laptop,Windows 10,Developer,Engineering,19,35,192.168.221.164,10.243.248.223,India,setup_tool.exe,explorer.exe,setup_tool.exe /silent /approved,Not Applicable,3,1,22,0.72,0.27,False Positive,No,Authorized Administration,Expected login behavior,False Positive,No
A00542,2026-02-21 13:04:20,SIEM,Suspicious DNS Query,Medium,"High-entropy DNS query pattern suggestive of tunneling on PC-0205, in the HR environment.",PC-0205,Web Server,Ubuntu 24.04,HR User,HR,53,33,10.193.251.77,192.168.7.147,United States,svchost.exe,explorer.exe,"svchost.exe (routine execution, no notable arguments)",Not Applicable,2,1,6,0.81,0.23,False Positive,No,Security Tool Noise,Recurring vendor maintenance window,False Positive,No
A00543,2026-02-21 13:09:02,EDR,Suspicious PowerShell,High,"Encoded PowerShell command observed originating from cmd.exe on PC-0117, associated with employee account.",PC-0117,Employee Laptop,Windows 10,Employee,Management,19,32,10.22.119.249,10.71.170.134,United Kingdom,powershell.exe,cmd.exe,"powershell.exe -NoProfile -Command ""Invoke-Expression [redacted-script]""",Not Applicable,0,0,28,0.84,0.18,True Incident,Yes,Malware,Phishing payload confirmed malicious,True Incident,No
A00544,2026-02-21 13:14:04,Email Security,Phishing Email,High,"Email security engine flagged a message with spoofed sender domain on PC-0188, on host running Windows 11.",PC-0188,Developer Workstation,Windows 11,Employee,Finance,31,10,10.58.158.18,192.168.217.189,United States,mshta.exe,services.exe,"mshta.exe (routine execution, no notable arguments)",Not Applicable,0,0,7,0.39,0.63,False Positive,No,Scheduled Task,Recurring vendor maintenance window,False Positive,No
A00545,2026-02-21 13:27:52,EDR,Credential Dumping,Critical,"Credential access technique flagged by EDR on PC-0137, involving process lsass_access.exe.",PC-0137,Employee Laptop,Windows 11,Developer,Engineering,15,30,10.219.15.189,192.168.192.184,United Kingdom,lsass_access.exe,cmd.exe,"lsass_access.exe (routine execution, no notable arguments)",Success,2,0,6,0.26,0.75,False Positive,No,Approved Script,IT-managed patch deployment triggered the rule,False Positive,No
A00546,2026-02-21 16:15:25,IAM,Multiple Failed Logins,Low,"20 failed login attempts detected for account within 15 minutes on PC-0017, during business hours.",PC-0017,Employee Laptop,Windows 10,Employee,HR,13,31,192.168.46.120,192.168.76.76,Australia,outlook.exe,explorer.exe,"outlook.exe (routine execution, no notable arguments)",Multiple Failed,2,0,22,0.7,0.3,False Positive,No,Security Tool Noise,Recurring vendor maintenance window,False Positive,No
A00547,2026-02-21 16:56:24,EDR,Unauthorized Software,Low,"Installation of non-approved application detected on Production Server on PC-0024, in the Management environment.",PC-0024,Production Server,Red Hat Enterprise Linux,Employee,Management,63,26,10.242.60.116,192.168.13.252,United States,setup_tool.exe,explorer.exe,torrent_client_install.exe /silent,Not Applicable,7,2,1,0.74,0.26,True Incident,Yes,Malware,Persistence mechanism confirmed on host,True Incident,No
A00548,2026-02-21 19:17:03,IDS,Abnormal Network Traffic,High,"Unusual protocol usage detected on Employee Laptop on PC-0016, on host running Windows 10.",PC-0016,Employee Laptop,Windows 10,Employee,Management,16,38,192.168.132.19,192.168.227.108,Australia,cmd.exe,services.exe,"cmd.exe (routine execution, no notable arguments)",Not Applicable,2,1,12,0.7,0.33,False Positive,No,Expected User Behavior,Known security scanner triggered the rule,False Positive,No
